id_compra,data_compra,cliente_id,idade_cliente,genero_cliente,produto,quantidade,preco_unitario,cidade
66244649-cec4-45c9-81ee-a585be8488ab,2023-07-10,7c34eed2-dfca-4d6d-9f57-38ca5823e819,37.0,Outro,Biquíni,1,141.63,
5806692f-b98c-4e13-8224-4f5c30ea2e54,2024-06-20,b43b1bf2-1081-4d4f-a7f1-8b842655f0fe,,Outro,Sunga,5,74.43,Sharonport
90037768-d5da-4f2d-9997-7c72c42a62f6,2023-05-23,ec211454-ac16-480e-9347-a4ddc27df439,23.0,,Sunga,2,153.32,
c3ac56a9-8ad6-4cd6-9e25-0349904f965a,2024-08-13,eb0848eb-812c-45d0-aba0-fab25640a720,,Masculino,Canga,2,24.9,New Jesse
ea14ac81-0169-4e43-9b85-c88ad973ff0d,2024-10-06,680aa4ba-0065-4c25-bbfa-c6faf0824245,,,Chapéu,3,118.12,Lake Randallburgh
60772cb9-ffe8-4da7-8ff2-a728958cbf3c,2024-08-15,f3354b7b-2513-4487-bdef-444857f96912,52.0,,Sunga,4,156.7,Levineland
9125d009-312c-4bcb-8499-f9f90541d9c9,2023-12-07,4a35cab2-4d55-4dd9-ba28-d260ecc31a48,,Masculino,Sunga,3,57.07,New Melissamouth
f587d73f-0bbe-43dc-9d12-7b2c4a6d08c5,2023-12-25,fb74e1cf-8fb0-407c-a83e-4e60e77b99bf,45.0,Masculino,Chapéu,3,17.53,Stephaniehaven
07f1c280-ed9c-47c5-a7bd-bb2f0ceadbd6,2023-09-08,ecace8cf-a3a6-4f5d-bb28-40a946d439df,50.0,,Protetor Solar,1,34.7,
690d5890-6ad2-43d1-9d9c-ea243977eae5,2025-02-03,9c75e760-b0aa-4b31-8876-428d5bd8fd14,,Outro,Rasteirinha,2,139.63,
8a6f55ae-733a-44eb-a650-b5693df90ef6,2024-03-12,96b35e4f-0a1c-4de9-a65d-aeb1e3847d50,,,Rasteirinha,1,132.29,
920e5141-0860-4df9-84e4-2fb1050203a6,2024-04-30,8a68350b-ffd1-4945-9c76-3c0b6e1e3aee,20.0,Feminino,Sunga,4,193.88,Lake Pamela
ba980a73-782c-4454-894e-1a1e47bafc47,2024-06-17,91164bae-deb7-435e-a602-a1f374d9f380,,Feminino,Sunga,5,133.16,
d80e85fe-954e-4e88-bdac-305903a88fd9,2024-09-22,753b098b-cabd-4c6d-89ab-16478bca850a,,,Óculos de Sol,100,105.36,Port Melissa
e62bb9e7-cf79-4314-8a41-70a09a48f9cd,2023-11-06,ac1b80ae-c4b3-4e36-bd58-b6ecdbe1f27b,,Outro,Canga,5,170.0,West Peter
f6900623-49ad-4d10-9daf-b7bbbb6a5675,2025-04-09,70f04ddc-e1ed-482d-9587-0d8851c52f09,19.0,Feminino,Óculos de Sol,1,59.48,South Cindyside
4e9f0fe3-8323-4bd9-be61-93b1b8be030b,2023-07-12,b3cc655c-55fb-4014-9adb-cfd936b18a9d,,Masculino,Biquíni,3,64.48,Bookerchester
2eca00a1-47ac-4602-81af-6dc385995bbf,2023-09-12,66c9ba53-e3cc-4286-b10a-60074bb210b6,60.0,Outro,Óculos de Sol,3,56.24,
8727261a-6750-4a07-9367-10a9c944b1ba,2023-09-20,4f261e97-6ba7-499a-8f27-aeff069a05c4,57.0,Outro,Protetor Solar,1,197.36,
3917c056-0908-4083-a27f-7c96a698c1ea,2025-01-04,31fb3122-da9a-4480-b6ca-770d9671e288,40.0,Outro,Rasteirinha,2,168.51,Leachhaven
f805a167-baea-4bb2-afeb-210d6dd4e653,2024-05-05,eaa2bcc8-8d1e-4b36-963b-f59199712d1a,33.0,Outro,Chapéu,100,173.46,
70dc297a-81c8-49c0-ae7b-91f710024f12,2024-06-15,017bc523-876c-4a3e-94eb-3bd803f89c48,,,Protetor Solar,4,101.73,
9694d901-6b3d-4717-94f8-f19aa0c02985,2025-03-22,aeee6c5d-6b82-42d8-8838-ea7efaeab0ea,,,Sunga,2,94.92,
2502d03b-3daf-4dab-9978-50de8aa5ae71,2023-10-13,49707e94-0a01-49e0-8f3a-85f31205914c,54.0,Feminino,Sunga,2,126.55,East Jean
5ba9bedb-fdcf-431a-9bf4-3e548ecbdffe,2024-01-01,e8b1bec7-2ef2-416d-811b-5220515ad5c0,55.0,Masculino,Rasteirinha,1,21.37,
0fbe8bc5-026b-4675-8a7b-d525d4290442,2023-11-04,b377ce5e-00ca-4f7e-8942-5b5c279bd6e1,29.0,Masculino,Biquíni,1,138.0,
ca35394b-a899-46a6-861f-590c69fbf8c5,2023-05-09,04841ab1-ce49-49c5-83b1-8b420778673a,47.0,Outro,Canga,2,107.86,Caseystad
6df1b308-bae2-4274-bffb-fd07ff02e87d,2024-10-02,cb0ad10d-2032-4fbf-aba7-658ed0f0e48e,,,Toalha de Praia,100,81.65,Kimberlyton
b53a17d2-7b93-4c18-9c70-3449e13cfa51,2024-08-03,1699816d-78b2-4b33-8159-3c3e51c51fc5,53.0,,Protetor Solar,5,169.68,Kathrynland
421c67db-dd9d-4489-9068-c761d8dc899d,2024-08-22,6ede5df2-e36e-4252-99f0-dfd32a51b099,48.0,Feminino,Protetor Solar,3,82.12,Combshaven
087a308f-4cf9-4334-ba41-d1c7192a8dda,2023-12-27,b8a2f911-1931-4619-8762-1919386ebd31,38.0,Outro,Biquíni,2,59.66,
6f5b2469-e52e-435d-a2f3-bebe27a8b324,2025-01-30,c961bfbd-e96d-4090-8787-25a7c38ba333,30.0,,Óculos de Sol,1,138.17,New Scott
6a6a0432-bce8-49cf-89c8-9de0a5a6d80f,2024-05-03,1a718fce-465e-4c9b-a0c6-2736298f3262,48.0,Masculino,Chapéu,5,170.72,
71e30052-71cc-4602-a399-427771baa776,2023-11-16,94c61fd5-28cc-4c0e-bc90-e164a2bd82d9,,,Toalha de Praia,3,104.48,
e6864e5b-8178-45f2-81fe-4ac863992343,2023-10-29,1984a42a-c453-4610-befa-6f5b2e257adc,,Masculino,Biquíni,1,174.58,
29c3cbb2-f636-45b6-81a3-bbec8828a94b,2024-06-20,699dad9f-65d7-4a14-8def-eb36572a4a7d,,,Toalha de Praia,1,24.02,
d9eca680-ad79-4cb0-af8c-fe7aeb971cc7,2025-04-14,900e3f27-9940-462f-b86c-2984b71737bb,,Feminino,Toalha de Praia,3,196.95,
a580a9e2-1d88-49a1-995d-4c01624d00eb,2024-01-26,e423228f-f60d-4603-8f7f-c171e65d50e4,,Feminino,Canga,2,162.11,East Michaelberg
78485d95-85ee-4fd1-ae0e-17bd23cb5284,2023-10-30,cf93c4f5-f877-4583-82b7-33d502592e58,29.0,,Óculos de Sol,2,54.64,
70cb3108-2609-4c39-83d6-57e5cf110f3b,2024-05-04,90e31623-976c-4d85-8f13-97b70f5dae0b,,Masculino,Canga,1,18.43,
baad79df-82fb-46f9-b3cb-9468031a40e1,2025-01-15,0c4e72ae-4fbb-4776-99fc-e62b7e2e51eb,55.0,Masculino,Canga,100,183.71,
24c236fc-66af-4dfe-9cc2-879041491bcd,2024-07-08,c65a753e-63bc-473d-95ab-4a83005795ab,,Feminino,Toalha de Praia,5,36.38,
a45d32ec-5d53-4fd0-8f99-29d4a63e9ca0,2023-09-28,94905df9-7e57-4cdf-944c-cfb45db28350,,Outro,Biquíni,2,75.58,Port Natasha
c74d0218-6264-471e-8f86-be7cc02c3a71,2024-01-14,51dc35bc-3d01-45ff-935d-3ab41a8ee862,,Masculino,Protetor Solar,100,88.6,Lake Raymondport
5eaff903-e6c8-4699-9afc-5476acfd774e,2023-11-07,2d6c0814-ff9f-4caa-842e-ce3e7cc16d4a,,Masculino,Chapéu,1,120.88,Atkinsmouth
98f27633-9563-418a-b2a9-d6517e18db04,2024-01-25,e93bf789-6e8e-4ad7-ba22-8a00a8b5d80b,21.0,,Sunga,100,97.82,Patelview
35f682fe-1e64-440a-853c-1fa48d3e2939,2023-06-21,5f5894fc-26f5-4483-b678-8dd06109fe3d,,,Toalha de Praia,4,134.19,Port Tamarastad
d8859dd4-1087-4cb2-97c3-af86dba0cef5,2023-05-13,53a1642e-313c-45df-bdf5-cd1d54751bb7,18.0,Outro,Sunga,5,151.48,Lake Manuelchester
8526e8d3-9aeb-4780-9000-3765db02d029,2023-07-30,f021b539-a41c-4c0f-b8f6-ae0fe462d251,,Masculino,Canga,2,81.32,
3f42823d-c92e-4e09-8680-807e6d778cd6,2025-04-05,5cf2e5f0-4adb-46f5-9f2a-d01008f19882,,,Rasteirinha,1,119.46,
a3631a2c-3d2b-42c0-833f-fe0d3f46bfd4,2023-07-16,e779bc18-2edf-45e9-be72-187c835c12f7,,Outro,Sunga,3,75.6,
01bdb3fd-fd41-49f6-8a2f-97d4ce3e3104,2024-12-11,ff268c53-dd40-4eb9-99aa-1757418718b8,57.0,Outro,Óculos de Sol,5,160.75,New Francis
dd2b7587-073c-4243-a198-2412a28c6cc5,2024-07-19,78059552-d4b0-4d5d-9a89-25bc7324bc83,67.0,Outro,Chapéu,1,188.55,East Abigailburgh
fd039744-75c6-4bfa-ae74-d620460e76ca,2023-10-13,c3afa6fa-5070-4123-97bb-0ac88cf18e71,,Feminino,Canga,100,21.01,
727babe4-d3c2-43c8-8360-b5e4f895a022,2024-12-13,846f1866-a34a-4c55-88dd-45b8b4151175,,Outro,Rasteirinha,1,79.77,
ca1d638b-0b0f-49d3-84c1-987b956d4926,2024-05-31,f2d8ff23-30b6-42ee-880b-444d24118165,44.0,,Toalha de Praia,5,185.51,
7b82443e-0ad1-4f21-907b-2b9e154c6a76,2023-07-27,91386470-c618-4d46-a537-26e8dd86d11b,48.0,Masculino,Rasteirinha,2,43.33,
0433f647-37a3-46df-9538-7ac9444c9dd8,2024-10-11,f8ac3adf-98f0-471f-88cf-352b67b44db0,,,Rasteirinha,1,27.47,
6add9933-e720-4358-b863-79bd4fb6e878,2024-08-01,dfbba9bc-05de-4b1b-b1b7-b549dd6f0504,,,Protetor Solar,3,64.38,
c270e105-26c8-4ff1-9777-0f8ded057aef,2024-05-18,9fe5fd1d-bed8-4c0d-9a38-e7892a3e7394,54.0,,Rasteirinha,3,150.04,
9eab159a-f2d9-4b51-99fd-0c914f4c7c11,2023-09-22,3e792cfc-a59b-40a2-a9d2-5a0fb26d89a0,,Outro,Protetor Solar,5,87.26,
228eb7dc-6727-48a6-a70e-d5deeb70e445,2024-07-01,5001387d-5d92-4fdb-81ef-7952ecbabddc,51.0,,Chapéu,3,108.49,
ebf8fad0-407f-49c0-a55e-933eedfaaac6,2025-03-04,c289ccd8-e387-463c-b29f-b4e22f6a3c3d,,Masculino,Óculos de Sol,100,88.39,
de50af5e-2bdb-4060-a6d3-aae2fae5c07c,2024-12-27,536bffe0-78fb-485b-8ed6-aee3d96ec748,,Masculino,Rasteirinha,4,53.02,Brownchester
ac23e921-0c53-4069-aa41-ce3c84297ca0,2024-12-18,8202eb6d-f80f-4296-9632-a2fed76abde8,48.0,,Biquíni,2,177.57,Riddleberg
9f48b434-1efe-463b-8ab5-48af9fc3953d,2024-09-05,ce61e961-80ee-4aae-ae8b-ebaf2f90c746,52.0,Outro,Óculos de Sol,5,127.04,West Connorbury
cf58e5b9-db0b-4f17-a725-59c4bcc28327,2024-04-13,82d4ff62-41e5-4478-81a6-c5cdbcd335bb,,Feminino,Chapéu,3,179.97,
e209dac8-d379-4473-b477-c47ad381d430,2024-05-23,7521558d-e057-439e-9611-043f854ad873,48.0,Outro,Biquíni,4,68.28,
da719fba-1611-4ff1-9605-69589bdecfb4,2024-04-21,c9c4c046-c580-4d27-9482-6dcb3fbbaec7,,,Protetor Solar,4,93.81,
07dbc171-1799-464c-819f-366e7add2bae,2025-03-17,b584ccf4-6c8a-4747-9415-b40a8a853d12,37.0,Masculino,Rasteirinha,5,132.56,Jonathanstad
6ade93ed-3b6f-448c-9881-94a056fcf8d0,2024-02-27,f53831cb-1f40-4059-81fe-334180a9df7d,17.0,Feminino,Sunga,4,31.72,Hunterview
7ed8720c-596f-469e-91b2-c218acaaf753,2024-06-28,57aeac48-060d-4fb3-874e-b3e304f94a9b,25.0,,Canga,2,79.07,Costaborough
356ae03e-8881-40cf-9fec-ec770546dda8,2024-02-15,530b27ca-802f-4c70-8847-70ee1b94a91c,20.0,,Biquíni,5,64.84,South Paulport
a0baccf2-8d40-4e4e-8a1a-cf068915050d,2023-05-20,6ceb56a4-6ccd-42a3-8548-9f470966c7ce,,,Protetor Solar,5,165.31,Danielberg
7a2e85cc-88ce-4255-9aa9-bfac0157b66a,2025-02-27,7777426f-a4cb-4fbc-b64e-ee8bded31be4,,,Óculos de Sol,100,148.4,East Donaldhaven
34da6411-1df7-45bb-be18-07d7ca7792d6,2023-12-21,633b3a47-7eb9-4aa6-bb98-d7290354debd,69.0,Masculino,Toalha de Praia,2,185.62,Hendersonville
c354fcd8-6ee4-4fa3-9fc4-6a5ba98632f6,2025-02-10,161c59e3-5b08-4e48-bcab-eb952b69fb83,,Feminino,Toalha de Praia,3,132.71,
d9f7a3fc-a0c0-4a1c-ad42-eef135054459,2023-09-17,f55f2e2e-c3eb-49f2-bd45-f35e0bdcfc96,,Masculino,Biquíni,100,187.1,
8e27d4e6-ebf6-4900-9087-d76897a60d1f,2024-01-08,2037ccc4-97ef-4eea-ae59-334e94a26dad,,Masculino,Chapéu,3,85.53,
a029a6d8-b736-41d1-bb22-7af0283e8eb1,2025-02-23,69e540c1-5239-42df-9494-cd3fe0a725b1,,Feminino,Rasteirinha,100,151.84,West Josephport
f14af940-1081-4f7a-ac64-bb7cba58597e,2024-02-13,f4821ac5-407f-469c-a38c-11b96adba8ce,,,Rasteirinha,100,109.87,
31bfaf45-59b8-4a11-829e-1e6c3a6abbce,2023-11-01,081fcee8-1a71-4870-a83b-5d4b7a4a5a5d,,Feminino,Biquíni,3,180.01,Seantown
35500735-c783-43e4-b523-787e63c8d580,2023-10-29,591869fe-618a-4489-bdad-6f9d23163f3b,39.0,Outro,Óculos de Sol,2,128.11,North Cynthiahaven
5e509744-33e9-4c71-93a7-bf145be59db6,2024-07-17,9a5b6c85-49a6-4811-b8df-4004a81391d6,,Masculino,Biquíni,5,109.45,Port Trevor
35cbaa8f-e941-40b1-8e54-1cbfd970bba7,2024-01-29,cc26e532-8131-4a68-ae0a-7e5c6a50dadd,30.0,Masculino,Rasteirinha,1,113.56,
3a11a25a-d438-427f-8fba-0291416d129a,2023-07-01,343a154a-75a9-4408-9f96-76cb055b76c7,,,Chapéu,3,151.11,
a67dae4b-b18b-40b3-ab3c-a85d1539f845,2024-04-01,bd41e5f8-b5c8-445d-8400-0e3aa608d097,23.0,Feminino,Biquíni,1,136.38,
83330611-90ee-492a-8e18-cbfff159a35e,2025-02-23,e257949a-c4c3-4013-b6cf-3a3950013ee9,,Outro,Rasteirinha,5,87.84,Beckport
cc9ef9d4-e63d-4e02-879d-44dc3db737d7,2023-04-26,3229d164-1a11-4c0b-86a7-73bfd19a0310,,Feminino,Rasteirinha,2,162.83,
a48c30c5-3636-4d4b-b321-b29518e520de,2024-06-14,963a57f0-33f4-4b31-9f1c-630293fae566,,,Chapéu,4,31.47,Clarkfurt
85ce979b-fa55-4aa8-a97b-2b491eb83dc3,2024-12-11,538d445f-ea03-43a1-a2e6-aa99e044dc51,19.0,Masculino,Rasteirinha,2,37.71,
1419e47c-b6eb-46b9-b69a-ec5f91cd6a4e,2024-12-17,020e084f-459a-438a-9bd3-2d6c85fa6f32,,Masculino,Biquíni,100,192.6,
48816504-1975-4bad-b816-1ba9d46e54d9,2023-10-20,c8294e08-7bce-49db-8f74-4855c65e67b9,60.0,,Óculos de Sol,2,167.01,
93e9970b-58ca-4cc3-af10-8b8198658ced,2024-11-27,f5d9831c-d64a-4eb5-8930-1722c4e42381,17.0,Outro,Biquíni,5,100.16,
efb76b54-cca9-4b91-a287-219817c8ee83,2025-03-09,0191a98a-47aa-4032-85ee-b2b8ba70303c,,Masculino,Protetor Solar,2,122.78,South Judithborough
96e00ae2-b834-4c34-a6e3-438829023a1c,2023-08-07,45a65878-8cb6-4a80-b2e7-e44312d713e1,,Masculino,Sunga,4,126.5,South Richard
58e44c9a-74d4-4795-87f2-b76947a05a1f,2024-11-22,626ca8f6-7770-4891-8f4c-083af5d2e1e0,,,Rasteirinha,3,177.47,
5b824e07-ec57-4d6b-838f-3e91aaebe052,2024-11-08,7cb067e5-d35c-4dad-b502-f64185bc7604,66.0,Masculino,Canga,2,42.48,East Nicholastown
a6f67c43-9b1c-47f2-8620-6e71e98d43a0,2023-11-20,4259315f-d09a-463d-bb2f-5099a7a12f71,51.0,Outro,Biquíni,5,167.81,
742e2531-8da9-46e3-a39d-1e9f2d92d974,2023-10-02,073e31e7-7fa9-4672-a43c-0508b276a12d,,Masculino,Sunga,3,44.64,
7d931302-f29e-4331-993c-6ff7070a9af3,2024-09-19,95b2b5d5-4540-43ae-b33f-0c161cf6baee,,Outro,Biquíni,1,59.66,Thomasshire
0909e46a-3c21-400f-9c51-45943f3273a3,2023-10-24,629e6acb-749d-4708-87e5-e845457021d0,,Feminino,Chapéu,5,30.04,Leonardmouth
9af36efa-e65c-43c9-9df3-fde628dace2d,2023-08-28,6167e3ec-2e59-4b26-b883-a6c337bcd447,42.0,Feminino,Biquíni,3,75.92,
80b0bcf8-a7e4-4dc7-9c7f-9332a44921d0,2023-12-16,d30cc4e7-7c97-4838-8c90-d30fd8ada569,20.0,Masculino,Sunga,2,104.92,
3dd62ba0-bf80-4ec6-beea-658d80f29c17,2023-09-18,3d32e8f7-13cc-4779-9a57-fa788f36e4a7,,,Protetor Solar,3,40.35,
34013ec9-4fca-40ed-bcbb-fad3b8bd8109,2023-11-06,6684d7e1-0a4c-4765-84bb-491fe6e1b4db,,,Biquíni,3,15.43,
eb6ff822-42cd-4d59-b760-f6fce7262a66,2024-01-17,a8eccb22-7640-48eb-8db7-a42163ba4bf5,25.0,Masculino,Chapéu,100,142.67,Lindseyton
958bc09b-84ec-48c1-9ffc-ba092d0e78a0,2024-10-16,53755185-ff4b-429f-bee7-b36e679eb29c,,,Biquíni,4,169.15,Jameschester
ac96ba29-98ca-4458-80b2-3d49c7998f56,2023-07-12,630e8406-52ae-4e0b-92c2-8e8eb22e585a,,Masculino,Protetor Solar,100,111.03,Keithport
2fde33c5-2d31-4446-afaa-3e0d164b477d,2024-06-06,19efd90f-ebe5-40e8-b109-4b7fc2093878,21.0,Masculino,Óculos de Sol,4,78.65,South Alexander
99760db4-bc79-4c94-ab63-091e48e3a854,2023-04-25,0e759f87-5d18-474f-938e-5d2cc441f2e6,23.0,,Protetor Solar,5,154.98,
87f0d52f-9d47-42db-95c7-b97dd3fedf87,2025-03-20,3795ed93-85c5-4427-a28d-44488fc8d364,,Feminino,Biquíni,5,94.35,North Amanda
aa7150e4-0095-4c64-9c7b-8aa7907d1a18,2024-02-09,6536d331-e05d-410b-ab0e-542a3db392ce,,Outro,Canga,100,93.55,Lake Joan
9e22ee4e-be83-4055-be86-d02de10268de,2024-06-05,9d0b9836-080f-4c85-9b29-91b78ab3f7bb,41.0,Masculino,Óculos de Sol,100,142.48,Chenhaven
92b54dcd-dba3-4fe1-84df-a0f2fb326cd8,2024-06-19,1cd9e679-28b4-47ac-ab94-dd4e994db8e0,61.0,Masculino,Protetor Solar,1,144.37,Lake Christopher
1d2b3be4-88a1-4e9e-a547-defbf3fde179,2025-01-20,0aee118a-9f1e-4abd-96dc-1263d0d87003,58.0,,Chapéu,3,192.23,
07fa9138-179e-4cac-9ebe-61178e334a7e,2025-01-12,e797eaee-d47b-4356-b82e-f96ce2f10459,27.0,Feminino,Toalha de Praia,3,63.32,
7de2f987-caae-4ed0-b81c-444274106a23,2025-01-01,72256828-0a77-4da0-944b-38e754a5690c,41.0,Feminino,Óculos de Sol,5,50.05,
b8e14d76-583c-4495-a339-8385d64afa7c,2023-09-05,717b2d3d-7552-4cc7-9626-ffe9b17838ed,,Feminino,Toalha de Praia,1,161.36,
b88c4656-04cb-484c-adbb-28d1c24f5f17,2024-02-04,3a83b558-283c-49f7-9cb7-9eaa4dfe1baf,55.0,,Óculos de Sol,2,106.91,New Jody
4b3c16e0-5517-4744-89da-a8973914f640,2024-07-12,ad950ea6-c681-495c-b481-f619808bf820,33.0,,Chapéu,1,146.05,
a412d1bd-d09f-4abd-a83c-27cbca658f83,2024-05-24,47ac0d6f-84ca-4012-a99e-87cea834a9ab,,,Sunga,5,49.9,Ramirezbury
d5ab2be2-7b1f-4762-9581-1c83044072c3,2025-03-21,3b1cafe6-1717-43b9-844a-00ff2bfdf7c1,48.0,Feminino,Protetor Solar,1,52.29,
f8473e12-3b9d-4819-9028-2aa6c09f40ba,2023-10-10,fe6dfb91-45e6-44fe-ae36-061684ed58d8,,,Rasteirinha,5,135.35,
c26c140d-d9a4-481b-a8e7-0cb171b76038,2024-04-27,69c27b7d-305a-4f4b-83b7-63c977b6b327,55.0,Outro,Biquíni,4,58.02,Port Samuelfurt
c7fbfe81-a808-434c-b8e1-5f7f5b45b23b,2024-07-19,ce72df89-83ae-490b-9039-96e36fa464ac,58.0,Feminino,Biquíni,100,105.66,South Michelleview
6e14b0ee-720e-4a46-a330-0a24b945f85a,2025-01-29,baf1fb42-1f91-4117-be41-cce81dc412cf,27.0,Feminino,Rasteirinha,100,62.06,Victoriashire
f1f61ca2-9a73-4f63-b338-c882801dee05,2024-12-25,87e63424-3d35-49bc-a4f1-9187f7bb273a,59.0,,Biquíni,5,183.02,West Wendytown
0f6fb1b5-e60a-403a-9304-52e28f572516,2025-04-02,1f361acb-8e52-4ef1-8b43-b1b8e4a357ed,,,Protetor Solar,3,33.73,Jennifermouth
78f29fb0-ab4e-4322-b50c-d08a2c79bc6b,2023-09-26,2b61313e-72c6-4f20-b387-3b55366b9d88,63.0,Feminino,Toalha de Praia,3,180.74,North Matthew
f7e7431b-e112-4b29-a73c-a64ad171b7bb,2024-03-17,e35ece23-85c7-44e4-a279-e6616334ec6c,,Outro,Óculos de Sol,3,148.65,
c71f1949-132c-458f-9733-a2a04d996c09,2024-06-05,4dce45e7-be40-4727-b11b-0d34bfffb4d4,,,Toalha de Praia,100,17.2,
ce6c2ec1-dd3d-4500-9c9c-5c160391e161,2024-05-08,c61fdd42-4283-46a4-bcdd-5979dc8c64e9,52.0,Feminino,Canga,5,61.74,Rodriguezside
c519b92c-dbfc-4c5e-b26f-ec2c73d13065,2024-12-08,0e79513f-1f62-4ffe-bf70-d10996388e8e,,Outro,Óculos de Sol,4,21.42,
f14282c5-7b49-4923-af5b-337d5a49c144,2024-08-01,ee0f854f-fd7d-40da-aad2-7f64792b76d9,,,Canga,4,124.87,Reillyview
29a41860-e324-437c-be1f-b29384e59a2b,2024-07-11,7beec969-ad06-4fb6-9edd-664d9e9338dd,,,Canga,1,180.83,
09546f55-3f44-463b-a3f9-9235263fe2c4,2024-06-18,df659bb2-3717-4cb2-ab87-2b2c2735739f,43.0,,Protetor Solar,100,63.27,Cherylview
e5496c88-8077-4d68-8412-ba6b309022a9,2024-11-17,cf9a625e-4e63-4cb4-ab3e-e24947ac9cb6,46.0,Feminino,Biquíni,3,83.38,
e5241ba1-88ac-44b9-ad9a-b7e5be95af9e,2024-01-20,e5af8149-46df-42dd-b39d-0d71edb37f9d,,Feminino,Óculos de Sol,1,109.01,Pittmantown
de231164-3842-4ff7-b018-e1399ab5d8b4,2024-12-30,11c219bf-22db-442f-b3e3-25773dd2ae26,,Masculino,Canga,100,27.12,
9b68b1d8-a97c-4209-a725-9a9d1997e336,2024-06-17,3bdbeff8-9c8f-4438-8324-0f2c1f7e4dc4,66.0,Outro,Canga,3,146.15,Port Suzanneville
88f7331e-165b-4a3a-bf17-715c4d0171ca,2024-12-08,28dbdf1d-ed92-4775-b04a-efb01b66f060,,Feminino,Canga,5,68.19,
82b7cf7d-4fe8-4b96-ba90-aee3ed1b298a,2023-08-15,0c4652bd-56cf-4737-a4c9-3232a7e79832,,Masculino,Óculos de Sol,5,78.34,
05a083c7-d73c-4205-a25a-dcd2f1c82f88,2024-07-13,2b21da70-a71f-44b6-bff4-13c6bd3cefdf,,Outro,Chapéu,3,195.84,Lake Madison
35981e1e-9a70-4733-a4f6-c4d0d2fa647b,2023-09-12,3df029f1-c4f8-438a-ae3d-0432ad557b3e,,,Sunga,5,137.56,East Jessicaview
0ba42137-74b5-4220-8149-1a9bb79819a9,2023-08-28,7d30110f-8fd2-4270-a066-89e6fa3e3e1a,,Outro,Sunga,100,199.33,Katelynbury
1560f466-ad2e-4398-8064-bfc00ca13ccb,2025-03-15,0411c1ce-f629-4f95-93d6-2a079452b740,,Masculino,Biquíni,1,40.15,
3a33bfab-9af0-452a-8117-1d0aeff3def0,2025-03-24,7cb89516-7409-49f7-8a69-18d1bf875db1,38.0,Masculino,Sunga,100,192.46,North Ashley
fc63b0dd-dc14-4e25-abfd-3f0f6ae41b30,2023-04-25,55baacfb-387c-4dc3-9ae8-1450b0732c0b,16.0,,Rasteirinha,3,161.81,
09256d77-5846-4a91-b654-d7600413908f,2023-05-07,efacf583-cdf6-4a47-938b-0581c6bad285,61.0,Masculino,Óculos de Sol,100,56.85,Tammytown
27f14c29-5967-4d7e-b3fe-26251bb87df3,2024-03-18,cd748293-ec2a-49bd-b2d6-fc0738c823f3,,Outro,Óculos de Sol,1,175.93,
616aa69e-dd31-4372-9395-7c6628df9d3c,2025-01-16,dc952c92-a3ef-4c1a-b334-4f987eb95481,36.0,Feminino,Chapéu,5,133.58,
25417b09-53e9-4a27-b7fe-dd294afd32d1,2023-07-17,d682133b-b372-40e4-b882-c884dcdc880c,,Outro,Canga,5,182.79,Smithview
061ad859-5a2c-4e7c-98ac-b431014a5191,2023-09-23,c6e53325-99e5-4c41-85bc-9b910229d571,,Feminino,Canga,2,174.75,
5073392b-896d-4672-beb3-118d19c10a3b,2024-09-09,7f2f4095-bda7-4ef2-9c52-728aee901d17,51.0,,Óculos de Sol,100,121.32,South Sarah
5eb0d6b9-15dd-483f-8e41-deb2f40a57f6,2024-05-25,87c9770a-923f-4c0c-b706-42febebdafe6,69.0,,Rasteirinha,3,81.4,Pamelahaven
b4216bc7-6916-4d9f-9040-dbeccdbf0a68,2024-09-27,5421f9e7-d979-4b59-90ab-9d3d4edf18b6,,Masculino,Rasteirinha,3,171.95,Joannaview
8a1ddf5f-16d4-4a8d-bb64-05772a86ccfa,2024-03-08,f10fc71c-a08d-4bad-bb4b-515bad740bf1,16.0,Outro,Protetor Solar,4,141.52,
f045116e-fc98-48ba-ba85-5d02e25ddadc,2023-06-14,96888952-8c1e-468c-b6f9-fb9d2070e5ef,69.0,Outro,Protetor Solar,100,105.96,
d9c97b11-e87d-41f8-855a-f9b0bd4ea2e0,2024-05-22,316f996b-3174-43f5-809b-4e9b5e2ffbc5,,Outro,Óculos de Sol,3,127.44,
454bd596-769b-4b70-85f1-5347c6d74a6d,2023-06-12,887eb74a-fb97-4d9d-bfba-9bedd6d6909c,,,Protetor Solar,1,194.04,Robinsonmouth
ae036caa-c45c-4690-8b71-ff94738611bc,2024-07-23,9b9bb270-5552-41fd-8a10-b2663af9f643,30.0,Outro,Sunga,2,127.27,Port Melanie
d957bd55-eba3-4301-9afb-5328203fc914,2023-08-22,04bfba44-14f9-4aa1-855a-6fafbde519bd,,,Toalha de Praia,3,88.15,Wagnermouth
cb6fc107-7cc4-482e-8261-146239ec3e22,2023-07-23,97b68223-f520-4758-bb13-e33ebbfe770d,62.0,Outro,Toalha de Praia,1,139.21,
83a64005-05d1-4d7a-a450-163f09a59bb6,2024-10-03,901788ec-74b5-4dce-b9aa-38b4dc31ac2a,24.0,Outro,Biquíni,4,48.69,Lake Patriciaborough
2f8fa9c8-d56c-41fe-b69f-0f76b0161701,2023-12-16,92f742df-e111-49ff-9fb0-c7484155ae23,,Feminino,Óculos de Sol,4,54.01,
