id_cliente,idade,tempo_de_contrato_meses,frequencia_uso_mensal,ultimo_login_dias,suporte_chamados_abertos,uso_funcionalidades_premium,interacao_emails_marketing,plano,pagamento_em_dia,avaliacao_satisfacao,regiao,tempo_total_login_horas,navegador_usado,hora_ultimo_acesso,churn,codigo_cliente,constante
4340,55,24,24,3,2,0.8514101127082823,4,Premium,1,2.8,Sul,32.4850978528875,Chrome,23,0,C04340,1
4341,41,39,11,48,0,0.14177625067572808,0,Standard,1,5.0,Centro-Oeste,90.03367498362753,Edge,9,0,C04341,1
4342,19,54,26,25,1,0.23388100282849755,3,Basic,1,2.5,Norte,22.983872863410202,Safari,1,0,C04342,1
4343,39,30,12,54,3,0.6346584197960043,2,Basic,0,3.2,Nordeste,18.33108217504245,Safari,13,0,C04343,1
4344,34,50,23,33,3,0.4561672509925455,5,Basic,1,2.5,Nordeste,30.41479876327497,Chrome,7,0,C04344,1
4345,53,32,22,26,0,0.6334758147938127,9,Premium,1,4.9,Sudeste,82.07427790929316,Safari,23,0,C04345,1
4346,31,31,29,14,2,0.1583107758030502,6,Standard,1,3.7,Norte,15.930910893639608,Edge,23,0,C04346,1
4347,27,23,17,44,0,0.4596016716222636,0,Basic,1,4.6,Nordeste,107.12758928776232,Safari,0,0,C04347,1
4348,52,40,13,31,3,0.3404585608278776,0,Basic,1,3.9,Nordeste,15.381214842005676,Edge,16,0,C04348,1
4349,42,33,23,40,1,0.43671737898507457,1,Standard,1,3.7,Nordeste,24.015245084246136,Edge,12,0,C04349,1
4350,20,25,18,6,0,0.2963585710246722,9,Standard,1,4.1,Sudeste,25.022062294901797,Chrome,2,0,C04350,1
4351,64,36,21,43,2,0.14324653526948594,4,Basic,1,1.7,Sul,53.86643135889601,Firefox,13,0,C04351,1
4352,55,24,25,43,0,0.666783046611671,8,Standard,1,2.4,Sul,6.4849021802186035,Edge,16,0,C04352,1
4353,34,31,6,13,3,0.6690202222553794,3,Standard,1,4.0,Sudeste,15.779827267222323,Chrome,11,0,C04353,1
4354,29,58,27,22,4,0.26438577279284325,3,Standard,1,3.8,Centro-Oeste,6.5773901794526495,Safari,8,0,C04354,1
4355,69,39,5,46,0,0.5771637117311466,8,Premium,1,2.4,Centro-Oeste,7.493842513492818,Edge,7,0,C04355,1
4356,41,46,4,0,3,0.961694065861368,9,Standard,1,3.6,Sul,29.120358340123154,Firefox,4,0,C04356,1
4357,46,13,3,31,3,0.5371286370112762,0,Premium,1,3.2,Norte,48.08364678220936,Safari,12,0,C04357,1
4358,60,10,17,40,2,0.3139944630568703,2,Basic,1,4.5,Sudeste,45.16759535637427,Firefox,23,0,C04358,1
4359,42,23,24,25,2,0.3085578895619029,9,Premium,1,3.8,Norte,68.14508411972058,Edge,1,0,C04359,1
4360,53,18,13,47,2,0.831248482092874,6,Premium,1,3.9,Sul,52.52141739906815,Firefox,12,0,C04360,1
4361,43,32,15,8,4,0.4884707789784565,5,Basic,1,2.8,Norte,78.81288462174038,Safari,21,1,C04361,1
4362,55,33,22,15,3,0.2632725528352411,4,Premium,1,3.2,Centro-Oeste,111.74760952354035,Firefox,23,0,C04362,1
4363,18,36,22,30,1,0.6308868331673255,6,Basic,1,2.7,Centro-Oeste,44.64842427919626,Edge,2,0,C04363,1
4364,37,28,19,1,3,0.864754187623296,1,Premium,1,3.5,Sul,167.14358237518837,Chrome,8,0,C04364,1
4365,45,16,13,31,2,0.7274625785763295,1,Standard,0,3.5,Sudeste,14.560767082168624,Edge,3,0,C04365,1
4366,33,16,4,9,6,0.08634533141027378,6,Premium,1,4.2,Sudeste,70.60194934742637,Chrome,13,0,C04366,1
4367,64,18,21,24,2,0.3416592397856413,7,Premium,1,4.7,Centro-Oeste,57.00263634925358,Chrome,22,0,C04367,1
4368,34,8,27,17,1,0.8127112274459677,1,Standard,0,3.4,Nordeste,45.341621497062555,Firefox,18,0,C04368,1
4369,57,42,10,44,1,0.4182563304440877,0,Premium,1,1.3,Nordeste,6.397725761951817,Safari,21,0,C04369,1
4370,45,16,11,33,3,0.9986276490313392,4,Basic,1,4.9,Sudeste,24.55132245278361,Chrome,23,0,C04370,1
4371,29,55,17,28,1,0.3419404760202873,0,Basic,1,4.2,Sul,49.700045991626816,Edge,17,0,C04371,1
4372,44,56,3,44,2,0.9074949544134405,9,Premium,1,2.7,Sul,79.22293490118565,Edge,9,0,C04372,1
4373,59,11,12,23,2,0.45944644413584923,9,Basic,1,5.0,Sudeste,0.9441245683384545,Firefox,1,0,C04373,1
4374,64,6,19,2,3,0.9359990519396734,8,Premium,1,3.6,Centro-Oeste,12.259365673526686,Safari,0,0,C04374,1
4375,47,1,27,14,2,0.42130497657966226,4,Basic,1,2.9,Sul,117.77492030118349,Chrome,9,0,C04375,1
4376,58,12,12,2,3,0.46845463815453525,7,Standard,1,3.1,Sudeste,1.67823478364977,Safari,12,0,C04376,1
4377,51,57,3,54,1,0.5408037680300652,3,Standard,0,4.5,Sul,6.76706558530601,Edge,0,0,C04377,1
4378,54,38,22,30,2,0.039791528019843314,0,Standard,1,2.9,Sudeste,74.25945104915748,Edge,13,0,C04378,1
4379,23,28,28,9,4,0.0840506082056508,8,Premium,1,2.0,Sul,43.825803545696665,Edge,13,1,C04379,1
4380,24,45,22,37,0,0.8545812452158895,3,Standard,1,4.8,Sudeste,169.47783632169205,Firefox,23,0,C04380,1
4381,49,58,6,54,2,0.26515195224820787,2,Basic,1,3.5,Norte,126.77329584019317,Safari,23,0,C04381,1
4382,49,17,22,21,1,0.6272624868426137,1,Premium,0,3.0,Sudeste,60.33067013923169,Chrome,23,0,C04382,1
4383,42,1,1,13,4,0.26000147468604473,0,Standard,1,4.4,Centro-Oeste,7.09317255429001,Chrome,12,0,C04383,1
4384,50,32,20,8,0,0.35208272507629823,8,Basic,1,3.6,Norte,16.77490843239455,Edge,7,0,C04384,1
4385,24,8,25,17,4,0.6043161637991721,0,Premium,1,3.2,Sudeste,24.051969427638436,Safari,17,0,C04385,1
4386,69,54,17,7,3,0.33862946801790406,3,Standard,0,3.2,Sudeste,10.582052788990575,Chrome,5,0,C04386,1
4387,29,40,20,58,2,0.7258126122607038,1,Premium,1,3.9,Norte,117.43392792973965,Chrome,0,0,C04387,1
4388,33,56,27,37,0,0.516544496784565,7,Premium,1,4.6,Sul,21.579047860767,Chrome,5,1,C04388,1
4389,33,43,5,14,2,0.7567474967169637,4,Basic,1,3.9,Norte,28.983801979630393,Chrome,5,0,C04389,1
4390,60,46,15,45,2,0.21393882943532716,2,Premium,1,5.0,Sul,36.677402768376304,Edge,7,1,C04390,1
4391,53,24,2,14,2,0.6449663229948842,3,Basic,1,2.1,Sul,193.41035690695628,Chrome,12,0,C04391,1
4392,30,10,21,51,2,0.3133446899773079,2,Premium,1,2.6,Norte,35.6840590365769,Safari,10,0,C04392,1
4393,24,47,14,5,2,0.3531384431811244,9,Premium,1,1.7,Centro-Oeste,29.968676360632625,Safari,13,0,C04393,1
4394,53,39,20,53,0,0.18659559528320835,1,Basic,1,3.1,Sul,0.44089495902289894,Edge,2,0,C04394,1
4395,64,39,19,11,4,0.12852549978039063,5,Basic,1,5.0,Sudeste,4.559485377565035,Edge,15,0,C04395,1
4396,68,10,9,41,0,0.8813690393090684,5,Premium,0,4.1,Nordeste,71.89782859608445,Firefox,23,0,C04396,1
4397,26,36,8,18,1,0.9462767477522283,2,Standard,0,4.3,Sul,12.556535814002864,Edge,12,0,C04397,1
4398,49,25,10,39,0,0.3935608822193354,4,Premium,1,3.8,Nordeste,39.082986000554584,Firefox,22,0,C04398,1
4399,28,50,13,4,4,0.7635277971646225,8,Premium,1,2.8,Norte,5.659653976413181,Edge,19,0,C04399,1
4400,25,59,23,26,3,0.8035067421577864,9,Premium,1,5.0,Sul,107.54834506608677,Chrome,11,0,C04400,1
4401,50,57,11,9,5,0.14185174397948652,0,Basic,1,3.0,Centro-Oeste,23.221723936488644,Safari,10,0,C04401,1
4402,40,10,6,42,0,0.9390854226408485,6,Basic,1,3.3,Nordeste,4.820040695336107,Chrome,13,0,C04402,1
4403,42,19,10,51,1,0.8082139270880752,0,Basic,1,5.0,Nordeste,9.192738502292753,Firefox,17,0,C04403,1
4404,25,46,16,45,4,0.7896159883839605,5,Basic,1,4.1,Nordeste,16.874044974964832,Safari,15,0,C04404,1
4405,62,45,24,13,3,0.9244913151254652,4,Premium,1,4.4,Nordeste,10.815557245701687,Chrome,2,0,C04405,1
4406,39,15,8,33,0,0.3528827421737444,3,Basic,1,3.0,Nordeste,67.37971920217407,Edge,3,0,C04406,1
4407,21,16,21,57,2,0.8866882277785195,2,Basic,1,2.1,Sudeste,27.08990299916999,Firefox,15,0,C04407,1
4408,57,2,22,48,2,0.9980017281842221,9,Basic,0,2.2,Nordeste,60.28464229396493,Chrome,0,0,C04408,1
4409,20,29,12,14,3,0.2313458932079625,3,Premium,1,2.9,Nordeste,6.501030037941257,Firefox,5,1,C04409,1
4410,46,4,15,28,2,0.12143466917300527,0,Standard,1,3.2,Norte,23.07859451621159,Safari,2,0,C04410,1
4411,58,53,2,54,2,0.10879861657430334,4,Premium,1,3.5,Sudeste,49.695577319392775,Firefox,23,0,C04411,1
4412,46,50,4,25,1,0.3774856095260817,8,Basic,1,3.7,Sudeste,8.59262886741148,Safari,4,0,C04412,1
4413,51,29,22,26,1,0.8087686641598476,5,Premium,1,3.6,Sudeste,38.9767374605172,Firefox,10,0,C04413,1
4414,51,31,16,2,1,0.7508298839329316,9,Standard,0,4.2,Centro-Oeste,6.063982064451538,Safari,7,0,C04414,1
4415,45,17,27,2,2,0.19732504247922877,9,Premium,1,3.8,Nordeste,14.195391269275031,Firefox,1,0,C04415,1
4416,30,10,0,34,0,0.5347293546823293,3,Standard,1,4.5,Norte,59.477302895053285,Chrome,19,0,C04416,1
4417,32,27,20,57,1,0.3615362862270125,4,Basic,1,3.9,Sudeste,4.683356922062211,Chrome,7,0,C04417,1
4418,40,53,8,59,5,0.8318355165850319,0,Basic,1,3.6,Norte,9.64225420527466,Firefox,17,0,C04418,1
4419,61,41,22,34,0,0.8041734748927964,3,Premium,1,2.8,Norte,93.00911694982369,Firefox,16,0,C04419,1
4420,43,15,16,49,2,0.8101369265117266,3,Basic,1,4.0,Centro-Oeste,143.27014325101158,Safari,11,0,C04420,1
4421,21,44,28,5,1,0.5252646340631056,8,Basic,1,2.2,Sul,312.25926651076804,Safari,10,1,C04421,1
4422,43,31,12,13,3,0.8074650508520752,4,Basic,1,4.8,Centro-Oeste,74.52801607774445,Firefox,1,0,C04422,1
4423,57,21,14,25,4,0.7333587881171817,2,Basic,0,4.5,Sul,46.645888500250365,Safari,11,0,C04423,1
4424,26,59,27,2,0,0.524760754960782,9,Standard,1,3.2,Sul,24.01962816914014,Safari,9,0,C04424,1
4425,22,58,20,32,2,0.7727565537800685,7,Basic,1,3.1,Sul,45.13870478046708,Safari,14,0,C04425,1
4426,49,41,7,41,0,0.37686103911154145,9,Premium,1,4.5,Centro-Oeste,12.61837810416711,Firefox,7,0,C04426,1
4427,37,46,7,12,1,0.7798079762026187,9,Premium,1,3.4,Centro-Oeste,42.17195186322615,Chrome,1,0,C04427,1
4428,67,45,27,28,2,0.6233733722795235,6,Standard,1,4.4,Sudeste,10.619018650013464,Edge,0,0,C04428,1
4429,28,26,1,8,2,0.8618784819255392,7,Premium,1,4.6,Nordeste,13.33504829746851,Edge,3,0,C04429,1
4430,32,38,22,31,2,0.8923332763508655,3,Standard,1,2.7,Sudeste,85.0802170689674,Safari,19,1,C04430,1
4431,49,51,9,21,3,0.38873326454646573,6,Standard,0,2.0,Centro-Oeste,24.130581380437523,Safari,4,0,C04431,1
4432,45,36,4,21,2,0.28785239706201426,3,Standard,1,3.4,Norte,16.112748579264093,Chrome,11,1,C04432,1
4433,39,52,15,57,1,0.28008441515020743,8,Basic,1,4.4,Norte,103.04065934298443,Chrome,23,0,C04433,1
4434,58,17,24,56,2,0.3261178660838122,4,Premium,1,3.4,Sudeste,105.33513747031627,Safari,13,1,C04434,1
4435,34,51,18,33,1,0.05070584264627043,4,Basic,1,4.5,Sudeste,17.028561910982067,Firefox,16,1,C04435,1
4436,43,3,0,9,3,0.9312319477064485,3,Standard,1,2.4,Sul,1.9402738987089732,Chrome,18,0,C04436,1
4437,61,14,12,24,3,0.12398170458165392,4,Premium,1,1.7,Sul,12.214688299962816,Edge,10,0,C04437,1
4438,24,49,3,11,4,0.877953990948321,0,Basic,1,3.6,Sul,12.815504258117258,Safari,6,0,C04438,1
4439,59,13,6,50,1,0.4875681382651391,0,Premium,1,2.5,Sul,33.70131986831341,Firefox,0,0,C04439,1
4440,43,41,0,2,2,0.9003509151162005,8,Premium,1,3.0,Norte,32.365720535659094,Chrome,16,0,C04440,1
4441,42,27,1,18,0,0.9325914707952282,1,Premium,1,3.3,Nordeste,28.54716969113868,Firefox,4,0,C04441,1
4442,27,1,15,32,2,0.8212095604403242,7,Basic,1,4.6,Centro-Oeste,3.691707407386536,Firefox,6,0,C04442,1
4443,62,57,13,57,1,0.4069638444956205,1,Standard,1,4.3,Sul,55.92349248275734,Edge,2,0,C04443,1
4444,36,17,4,46,2,0.4124662175994196,8,Standard,1,3.1,Sudeste,6.845390480265655,Safari,3,0,C04444,1
4445,28,48,24,54,2,0.9664281143836732,1,Standard,1,4.6,Centro-Oeste,68.97072286004547,Firefox,21,1,C04445,1
4446,30,50,13,25,4,0.33675380691642465,0,Standard,1,5.0,Centro-Oeste,8.9895777144412,Firefox,22,0,C04446,1
4447,25,34,16,12,0,0.41116321898652375,7,Basic,1,3.5,Centro-Oeste,43.99203533323161,Firefox,14,0,C04447,1
4448,57,14,11,6,4,0.2908504402127612,2,Premium,0,4.8,Sudeste,91.89328075549909,Chrome,3,0,C04448,1
4449,21,54,19,33,4,0.513723353621827,6,Premium,1,5.0,Sul,11.096662701230532,Edge,5,0,C04449,1
4450,64,55,11,21,0,0.6104303524893869,4,Standard,1,4.2,Nordeste,70.69762340520019,Safari,23,1,C04450,1
4451,48,59,29,19,4,0.6630446271418374,6,Premium,1,3.2,Sudeste,14.650768589056836,Firefox,15,0,C04451,1
4452,45,17,2,42,1,0.15848679362832496,7,Basic,1,4.0,Sul,54.061815667337264,Firefox,6,0,C04452,1
4453,28,3,29,22,0,0.3465871254011256,2,Standard,1,2.6,Nordeste,135.98356290672925,Edge,21,0,C04453,1
4454,60,34,20,47,0,0.9959680221988372,4,Basic,1,2.8,Nordeste,18.361914820092164,Safari,18,0,C04454,1
4455,18,40,20,13,0,0.07157638977462633,4,Basic,1,3.1,Sudeste,86.70660035006867,Edge,12,0,C04455,1
4456,66,25,25,29,1,0.37222093043786253,6,Standard,1,3.5,Nordeste,6.989214978179885,Safari,19,0,C04456,1
4457,64,2,1,22,1,0.21181309077006027,1,Standard,1,3.8,Norte,60.09057305311579,Edge,16,0,C04457,1
4458,69,34,20,46,7,0.2816707996014687,7,Basic,1,2.5,Norte,13.189917804798009,Safari,23,0,C04458,1
4459,55,26,24,51,3,0.46723329577488126,6,Basic,1,5.0,Centro-Oeste,18.442752554054024,Safari,5,0,C04459,1
4460,41,31,20,18,3,0.9865752934629661,9,Premium,0,3.4,Sudeste,18.8232994554572,Edge,12,0,C04460,1
4461,64,9,14,38,4,0.8123874294569495,6,Standard,1,3.1,Sul,62.67808990195463,Safari,19,0,C04461,1
4462,48,30,10,40,3,0.24070005925479998,4,Standard,1,5.0,Nordeste,54.1872264490308,Chrome,6,0,C04462,1
4463,58,20,9,35,3,0.13744415247743147,7,Premium,1,4.3,Sudeste,8.971574870417403,Chrome,13,1,C04463,1
4464,63,21,17,5,2,0.6061977506121623,0,Premium,1,3.9,Centro-Oeste,92.69158002895217,Firefox,4,0,C04464,1
4465,67,29,22,22,3,0.8763260619423329,6,Premium,1,3.9,Centro-Oeste,18.417092473704706,Firefox,8,0,C04465,1
4466,43,59,21,9,3,0.2002626872262251,8,Basic,1,3.6,Sul,18.026840540675895,Firefox,14,1,C04466,1
4467,66,25,22,34,1,0.19517431120484507,7,Premium,1,3.5,Centro-Oeste,9.822580752102912,Safari,1,0,C04467,1
4468,67,38,23,20,2,0.6841022357487613,3,Standard,1,3.7,Sudeste,9.896169366197968,Safari,20,0,C04468,1
4469,22,58,25,31,1,0.29720011727904316,7,Premium,1,4.3,Centro-Oeste,36.80372274745803,Firefox,22,0,C04469,1
4470,37,44,20,59,1,0.041487680007713856,7,Premium,0,2.8,Sudeste,23.340679528800624,Firefox,22,0,C04470,1
4471,69,25,1,29,1,0.3024689358241148,0,Premium,1,4.0,Nordeste,26.636607442586506,Safari,4,1,C04471,1
4472,58,9,6,32,5,0.21067478843054976,0,Standard,1,2.9,Nordeste,24.74480517039303,Safari,4,0,C04472,1
4473,28,39,6,5,1,0.3276416342996965,8,Standard,1,5.0,Nordeste,57.77454387880322,Firefox,14,0,C04473,1
4474,50,44,23,4,0,0.8144745663754089,0,Premium,1,3.2,Norte,4.330449391054567,Firefox,14,0,C04474,1
4475,67,26,6,54,4,0.6733152847100267,9,Basic,1,3.1,Centro-Oeste,18.24586744740435,Edge,22,0,C04475,1
4476,55,57,25,14,1,0.27973965910559473,2,Basic,1,1.7,Sul,159.67334453410328,Safari,0,0,C04476,1
4477,44,37,22,56,2,0.40865234035031084,2,Basic,1,3.0,Centro-Oeste,32.81267714791734,Edge,5,0,C04477,1
4478,51,16,13,42,3,0.2139158047401516,3,Basic,1,4.5,Sul,6.994511556743312,Edge,0,0,C04478,1
4479,32,37,28,51,1,0.5536239593312271,2,Basic,1,5.0,Norte,34.83297376688779,Chrome,23,0,C04479,1
4480,49,12,24,24,1,0.22625240063820573,2,Standard,0,1.6,Norte,90.86247207373752,Chrome,22,0,C04480,1
4481,38,24,23,12,1,0.9272595101863337,4,Standard,1,2.4,Sudeste,22.38250168074414,Chrome,18,0,C04481,1
4482,63,26,1,5,2,0.26979133602180005,4,Basic,1,4.0,Norte,39.08146526909781,Edge,16,0,C04482,1
4483,22,20,1,36,5,0.712022045857207,7,Standard,1,3.1,Nordeste,122.99243880552288,Chrome,3,1,C04483,1
4484,23,9,22,1,4,0.39395522139091643,6,Basic,1,5.0,Sudeste,40.58213146971197,Chrome,11,0,C04484,1
4485,55,23,25,16,1,0.8935749436103978,8,Premium,1,4.1,Centro-Oeste,53.61557571173928,Chrome,18,0,C04485,1
4486,39,39,14,23,3,0.31543801817677786,4,Basic,1,4.6,Sudeste,1.0895746704370868,Firefox,1,0,C04486,1
4487,35,29,10,11,2,0.01591754465209494,3,Standard,1,4.6,Norte,81.50724463544772,Safari,18,1,C04487,1
4488,31,31,28,43,7,0.10610791447638757,3,Premium,0,3.5,Nordeste,88.76894629785025,Chrome,10,1,C04488,1
4489,27,19,9,53,3,0.06786673495889883,1,Basic,1,2.8,Norte,45.35975812868351,Firefox,22,0,C04489,1
4490,63,20,2,13,0,0.31000657828935774,8,Premium,1,5.0,Centro-Oeste,4.792161128873362,Edge,20,0,C04490,1
4491,30,23,16,6,2,0.672409154500659,6,Basic,1,2.9,Nordeste,183.7157057129434,Safari,7,0,C04491,1
4492,48,43,8,53,2,0.5161295697722923,1,Basic,1,2.9,Sudeste,57.638608717305196,Edge,20,0,C04492,1
4493,47,27,29,25,2,0.24901464007500917,9,Standard,1,3.8,Norte,29.312573657551138,Edge,17,0,C04493,1
4494,20,30,14,31,1,0.9987648147873439,7,Premium,1,3.2,Norte,104.32676550492354,Chrome,5,0,C04494,1
4495,47,21,29,28,4,0.06569986460427246,1,Premium,0,2.6,Sul,26.174408644936193,Safari,6,0,C04495,1
4496,23,44,13,45,3,0.6232109532177948,1,Premium,1,3.7,Nordeste,51.35393169821031,Safari,18,1,C04496,1
4497,46,35,18,38,1,0.8016331152080899,3,Basic,1,3.7,Sul,12.682665200009302,Edge,7,0,C04497,1
4498,25,49,16,8,2,0.9580146981278431,6,Premium,1,3.7,Norte,111.72741783453779,Safari,10,0,C04498,1
4499,61,7,21,13,6,0.35442365457789926,9,Basic,1,2.1,Sul,37.65827975137528,Firefox,1,1,C04499,1
4500,62,22,19,52,3,0.5701808971815308,8,Standard,1,2.1,Centro-Oeste,13.48888561349964,Edge,21,0,C04500,1
4501,60,10,29,16,5,0.25167400858326316,4,Standard,0,3.4,Norte,4.494213858595789,Chrome,13,0,C04501,1
4502,61,23,16,48,3,0.03364457165754098,2,Basic,1,4.7,Centro-Oeste,114.59391873026826,Edge,11,0,C04502,1
4503,50,15,15,24,2,0.5176967933721984,5,Standard,1,4.5,Sul,10.993353740196971,Edge,1,1,C04503,1
4504,34,30,19,52,2,0.5906618998607444,8,Premium,1,3.5,Centro-Oeste,229.71068749664116,Safari,9,0,C04504,1
4505,65,34,7,29,0,0.27525444327869186,1,Basic,1,2.3,Norte,7.697680367828806,Firefox,20,0,C04505,1
4506,28,13,26,44,4,0.2323307920848955,6,Premium,0,4.5,Norte,30.881740482136117,Chrome,7,0,C04506,1
4507,30,4,6,28,1,0.2809439585383934,9,Basic,1,5.0,Sudeste,37.767431002947696,Chrome,4,0,C04507,1
4508,67,18,11,58,2,0.5243308407230421,9,Standard,1,4.3,Sul,14.1408486151831,Firefox,10,0,C04508,1
4509,28,56,0,28,5,0.6804752026854844,3,Premium,1,5.0,Sudeste,250.64206414398046,Firefox,16,0,C04509,1
4510,48,23,25,17,2,0.7206580599680262,5,Standard,1,4.3,Norte,43.07800908015837,Safari,14,0,C04510,1
4511,45,33,11,30,1,0.27708843975533215,3,Standard,1,5.0,Sudeste,42.34629394154382,Firefox,7,0,C04511,1
4512,61,34,24,18,1,0.8562625999084942,1,Premium,0,3.9,Norte,103.53559491880186,Edge,23,0,C04512,1
4513,23,34,5,16,2,0.4852662397350065,4,Standard,1,2.1,Norte,43.56054447541111,Edge,4,1,C04513,1
4514,58,36,15,5,1,0.5481334452721849,2,Standard,1,3.7,Norte,32.43649545005747,Chrome,8,0,C04514,1
4515,33,35,17,11,1,0.22832065237381294,9,Premium,0,4.1,Sul,32.337708206699595,Firefox,17,0,C04515,1
4516,21,17,18,37,1,0.38317164159767647,2,Premium,1,2.4,Sudeste,62.68934878351852,Edge,11,0,C04516,1
4517,52,28,22,2,0,0.05163583222118051,9,Basic,1,1.3,Centro-Oeste,21.48059496523128,Edge,1,1,C04517,1
4518,65,14,2,46,2,0.5772691899065377,2,Premium,1,3.6,Sudeste,35.73079421237147,Chrome,13,0,C04518,1
4519,43,34,28,34,1,0.7488714807024401,1,Basic,1,3.8,Sul,19.52129469882741,Chrome,3,0,C04519,1
4520,29,48,2,54,2,0.5435142740020277,3,Premium,1,3.5,Sul,112.01287955341476,Chrome,22,0,C04520,1
4521,28,11,4,46,3,0.32654028889382125,6,Premium,1,4.9,Nordeste,11.494974445642104,Firefox,23,1,C04521,1
4522,54,57,2,32,0,0.834747148368263,1,Premium,1,4.5,Centro-Oeste,42.8954189042366,Chrome,9,0,C04522,1
4523,42,13,18,52,2,0.05763563351861967,3,Standard,1,4.7,Centro-Oeste,19.33027617991713,Firefox,6,0,C04523,1
4524,35,33,26,28,5,0.24873442865171558,4,Basic,0,4.6,Nordeste,40.25585916655818,Edge,23,0,C04524,1
4525,36,57,4,2,2,0.05003082951701976,9,Premium,1,3.2,Nordeste,36.82006185838026,Edge,12,0,C04525,1
4526,40,55,13,4,1,0.3930090859871036,2,Premium,1,3.2,Sudeste,31.099494904859032,Safari,6,0,C04526,1
4527,55,2,20,58,5,0.25035391909358595,4,Basic,1,2.8,Sudeste,30.041987799834104,Safari,14,0,C04527,1
4528,35,34,15,13,3,0.6825821736874992,4,Standard,1,4.3,Sudeste,29.080602552945617,Safari,15,0,C04528,1
4529,43,53,27,35,3,0.07855912453434266,1,Premium,0,1.8,Sul,26.474674693264966,Firefox,1,0,C04529,1
4530,23,29,24,53,1,0.03367256420854714,0,Basic,1,3.2,Norte,7.676541333236946,Chrome,0,0,C04530,1
4531,21,37,0,27,0,0.5529245517275074,1,Premium,1,3.3,Sudeste,131.32252697763923,Safari,10,0,C04531,1
4532,61,4,29,40,5,0.746615044596064,4,Premium,1,3.1,Centro-Oeste,188.73642159319382,Safari,19,0,C04532,1
4533,68,12,16,31,3,0.4683501422853624,7,Standard,1,3.6,Sudeste,31.05442729612589,Firefox,1,0,C04533,1
4534,46,26,10,17,1,0.2812686762971057,0,Standard,1,2.7,Norte,29.375968767729578,Chrome,11,0,C04534,1
4535,51,58,29,41,4,0.49856105362853065,5,Basic,1,4.6,Sudeste,25.75094877728281,Firefox,8,0,C04535,1
4536,34,28,8,39,1,0.3382955371864417,2,Premium,0,4.5,Sul,12.309179046517915,Chrome,5,0,C04536,1
4537,60,3,20,12,4,0.2962463401862594,4,Standard,1,4.4,Norte,3.9641736204630393,Edge,23,1,C04537,1
4538,60,20,3,1,1,0.44715969524448573,9,Premium,1,4.4,Sul,1.1767955942866735,Chrome,20,0,C04538,1
4539,33,10,1,51,1,0.6140480378938082,0,Basic,1,5.0,Sul,41.5014898924788,Chrome,9,0,C04539,1
4540,19,52,27,24,2,0.578654907164714,4,Basic,1,3.7,Sul,61.638204013244525,Edge,21,0,C04540,1
4541,51,18,8,19,7,0.10822789402555721,9,Basic,1,3.5,Centro-Oeste,4.831753386382983,Firefox,14,1,C04541,1
4542,25,53,21,6,3,0.21826927562933385,1,Standard,1,5.0,Nordeste,33.52561257787402,Safari,22,0,C04542,1
4543,30,53,24,10,4,0.0070471026449543395,8,Basic,1,3.2,Nordeste,9.324610602731338,Firefox,2,1,C04543,1
4544,59,53,4,4,1,0.4381550438398527,2,Standard,0,2.9,Nordeste,8.445859077760648,Safari,9,0,C04544,1
4545,25,27,3,28,0,0.7701278535312445,9,Standard,1,4.3,Centro-Oeste,66.36959169006845,Firefox,20,0,C04545,1
4546,47,31,22,17,2,0.41425191593616983,9,Standard,0,3.6,Centro-Oeste,127.47990683052237,Chrome,5,1,C04546,1
4547,49,27,4,7,4,0.9993329208750135,4,Standard,1,5.0,Sul,118.32780616568479,Firefox,5,0,C04547,1
4548,53,42,23,26,3,0.7503374073202216,4,Basic,1,3.9,Nordeste,16.686501343708397,Firefox,19,1,C04548,1
4549,64,1,23,57,2,0.37491400642953,2,Standard,1,3.2,Nordeste,14.9659814486559,Edge,18,0,C04549,1
4550,47,6,28,41,1,0.9732066092547216,9,Basic,1,4.4,Sudeste,35.4354388759703,Safari,19,0,C04550,1
4551,18,11,17,1,3,0.640679652393825,4,Standard,1,2.3,Norte,173.2232433296929,Firefox,11,1,C04551,1
4552,60,34,12,34,0,0.9194127117631768,4,Premium,1,3.0,Sudeste,2.244625375627634,Edge,4,0,C04552,1
4553,56,39,4,25,2,0.08734371315737999,7,Standard,1,4.4,Nordeste,134.9025359069636,Safari,21,0,C04553,1
4554,34,20,25,22,1,0.5575924077680362,7,Premium,1,2.5,Sul,8.118825656103947,Firefox,17,0,C04554,1
4555,37,53,23,4,3,0.9084480505367747,5,Basic,1,3.2,Sul,21.219433359548564,Safari,5,1,C04555,1
4556,41,21,18,15,1,0.6507975395382316,1,Premium,1,4.5,Sudeste,16.248522703431284,Safari,18,0,C04556,1
4557,67,21,22,41,1,0.9882118401998317,8,Basic,1,4.7,Norte,58.401751827236446,Edge,20,0,C04557,1
4558,39,18,2,10,1,0.9957511371755801,5,Basic,1,4.4,Centro-Oeste,67.12291347551012,Chrome,23,0,C04558,1
4559,46,21,21,18,4,0.7920374741345289,6,Premium,1,1.0,Nordeste,71.58164760152994,Firefox,19,0,C04559,1
4560,39,19,17,15,1,0.27876569803359186,6,Premium,1,3.9,Nordeste,4.071739823808668,Firefox,13,0,C04560,1
4561,61,4,5,31,0,0.8535601870463514,4,Standard,1,4.8,Nordeste,4.227630428300232,Edge,9,1,C04561,1
